Date,CL=F
2017-11-09 00:00:00-05:00,57.16999816894531
2017-11-10 00:00:00-05:00,56.7400016784668
2017-11-13 00:00:00-05:00,56.7599983215332
2017-11-14 00:00:00-05:00,55.70000076293945
2017-11-15 00:00:00-05:00,55.33000183105469
2017-11-16 00:00:00-05:00,55.13999938964844
2017-11-17 00:00:00-05:00,56.54999923706055
2017-11-20 00:00:00-05:00,56.09000015258789
2017-11-21 00:00:00-05:00,56.83000183105469
2017-11-22 00:00:00-05:00,58.02000045776367
2017-11-24 00:00:00-05:00,58.95000076293945
2017-11-27 00:00:00-05:00,58.11000061035156
2017-11-28 00:00:00-05:00,57.9900016784668
2017-11-29 00:00:00-05:00,57.29999923706055
2017-11-30 00:00:00-05:00,57.400001525878906
2017-12-01 00:00:00-05:00,58.36000061035156
2017-12-04 00:00:00-05:00,57.470001220703125
2017-12-05 00:00:00-05:00,57.619998931884766
2017-12-06 00:00:00-05:00,55.959999084472656
2017-12-07 00:00:00-05:00,56.689998626708984
2017-12-08 00:00:00-05:00,57.36000061035156
2017-12-11 00:00:00-05:00,57.9900016784668
2017-12-12 00:00:00-05:00,57.13999938964844
2017-12-13 00:00:00-05:00,56.599998474121094
2017-12-14 00:00:00-05:00,57.040000915527344
2017-12-15 00:00:00-05:00,57.29999923706055
2017-12-18 00:00:00-05:00,57.15999984741211
2017-12-19 00:00:00-05:00,57.459999084472656
2017-12-20 00:00:00-05:00,58.09000015258789
2017-12-21 00:00:00-05:00,58.36000061035156
2017-12-22 00:00:00-05:00,58.470001220703125
2017-12-26 00:00:00-05:00,59.970001220703125
2017-12-27 00:00:00-05:00,59.63999938964844
2017-12-28 00:00:00-05:00,59.84000015258789
2017-12-29 00:00:00-05:00,60.41999816894531
2018-01-02 00:00:00-05:00,60.369998931884766
2018-01-03 00:00:00-05:00,61.630001068115234
2018-01-04 00:00:00-05:00,62.0099983215332
2018-01-05 00:00:00-05:00,61.439998626708984
2018-01-08 00:00:00-05:00,61.72999954223633
2018-01-09 00:00:00-05:00,62.959999084472656
2018-01-10 00:00:00-05:00,63.56999969482422
2018-01-11 00:00:00-05:00,63.79999923706055
2018-01-12 00:00:00-05:00,64.30000305175781
2018-01-16 00:00:00-05:00,63.72999954223633
2018-01-17 00:00:00-05:00,63.970001220703125
2018-01-18 00:00:00-05:00,63.95000076293945
2018-01-19 00:00:00-05:00,63.369998931884766
2018-01-22 00:00:00-05:00,63.4900016784668
2018-01-23 00:00:00-05:00,64.47000122070312
2018-01-24 00:00:00-05:00,65.61000061035156
2018-01-25 00:00:00-05:00,65.51000213623047
2018-01-26 00:00:00-05:00,66.13999938964844
2018-01-29 00:00:00-05:00,65.55999755859375
2018-01-30 00:00:00-05:00,64.5
2018-01-31 00:00:00-05:00,64.7300033569336
2018-02-01 00:00:00-05:00,65.80000305175781
2018-02-02 00:00:00-05:00,65.44999694824219
2018-02-05 00:00:00-05:00,64.1500015258789
2018-02-06 00:00:00-05:00,63.38999938964844
2018-02-07 00:00:00-05:00,61.790000915527344
2018-02-08 00:00:00-05:00,61.150001525878906
2018-02-09 00:00:00-05:00,59.20000076293945
2018-02-12 00:00:00-05:00,59.290000915527344
2018-02-13 00:00:00-05:00,59.189998626708984
2018-02-14 00:00:00-05:00,60.599998474121094
2018-02-15 00:00:00-05:00,61.34000015258789
2018-02-16 00:00:00-05:00,61.68000030517578
2018-02-20 00:00:00-05:00,61.900001525878906
2018-02-21 00:00:00-05:00,61.68000030517578
2018-02-22 00:00:00-05:00,62.77000045776367
2018-02-23 00:00:00-05:00,63.54999923706055
2018-02-26 00:00:00-05:00,63.90999984741211
2018-02-27 00:00:00-05:00,63.0099983215332
2018-02-28 00:00:00-05:00,61.63999938964844
2018-03-01 00:00:00-05:00,60.9900016784668
2018-03-02 00:00:00-05:00,61.25
2018-03-05 00:00:00-05:00,62.56999969482422
2018-03-06 00:00:00-05:00,62.599998474121094
2018-03-07 00:00:00-05:00,61.150001525878906
2018-03-08 00:00:00-05:00,60.119998931884766
2018-03-09 00:00:00-05:00,62.040000915527344
2018-03-12 00:00:00-04:00,61.36000061035156
2018-03-13 00:00:00-04:00,60.709999084472656
2018-03-14 00:00:00-04:00,60.959999084472656
2018-03-15 00:00:00-04:00,61.189998626708984
2018-03-16 00:00:00-04:00,62.34000015258789
2018-03-19 00:00:00-04:00,62.060001373291016
2018-03-20 00:00:00-04:00,63.400001525878906
2018-03-21 00:00:00-04:00,65.16999816894531
2018-03-22 00:00:00-04:00,64.30000305175781
2018-03-23 00:00:00-04:00,65.87999725341797
2018-03-26 00:00:00-04:00,65.55000305175781
2018-03-27 00:00:00-04:00,65.25
2018-03-28 00:00:00-04:00,64.37999725341797
2018-03-29 00:00:00-04:00,64.94000244140625
2018-04-02 00:00:00-04:00,63.0099983215332
2018-04-03 00:00:00-04:00,63.5099983215332
2018-04-04 00:00:00-04:00,63.369998931884766
2018-04-05 00:00:00-04:00,63.540000915527344
2018-04-06 00:00:00-04:00,62.060001373291016
2018-04-09 00:00:00-04:00,63.41999816894531
2018-04-10 00:00:00-04:00,65.51000213623047
