Date,NQ=F
2018-02-08 00:00:00-05:00,6317.25
2018-02-09 00:00:00-05:00,6417.75
2018-02-12 00:00:00-05:00,6531.75
2018-02-13 00:00:00-05:00,6560.5
2018-02-14 00:00:00-05:00,6687.0
2018-02-15 00:00:00-05:00,6816.0
2018-02-16 00:00:00-05:00,6786.75
2018-02-20 00:00:00-05:00,6790.5
2018-02-21 00:00:00-05:00,6760.5
2018-02-22 00:00:00-05:00,6788.75
2018-02-23 00:00:00-05:00,6909.75
2018-02-26 00:00:00-05:00,7000.0
2018-02-27 00:00:00-05:00,6915.75
2018-02-28 00:00:00-05:00,6865.0
2018-03-01 00:00:00-05:00,6760.75
2018-03-02 00:00:00-05:00,6804.75
2018-03-05 00:00:00-05:00,6877.5
2018-03-06 00:00:00-05:00,6907.75
2018-03-07 00:00:00-05:00,6924.5
2018-03-08 00:00:00-05:00,6974.25
2018-03-09 00:00:00-05:00,7098.25
2018-03-12 00:00:00-04:00,7139.5
2018-03-13 00:00:00-04:00,7058.25
2018-03-14 00:00:00-04:00,7033.5
2018-03-15 00:00:00-04:00,7046.5
2018-03-16 00:00:00-04:00,7044.0
2018-03-19 00:00:00-04:00,6914.25
2018-03-20 00:00:00-04:00,6917.5
2018-03-21 00:00:00-04:00,6884.0
2018-03-22 00:00:00-04:00,6692.0
2018-03-23 00:00:00-04:00,6554.25
2018-03-26 00:00:00-04:00,6773.5
2018-03-27 00:00:00-04:00,6561.25
2018-03-28 00:00:00-04:00,6477.25
2018-03-29 00:00:00-04:00,6594.0
2018-04-02 00:00:00-04:00,6393.25
2018-04-03 00:00:00-04:00,6469.25
2018-04-04 00:00:00-04:00,6582.5
2018-04-05 00:00:00-04:00,6600.25
2018-04-06 00:00:00-04:00,6454.75
2018-04-09 00:00:00-04:00,6497.0
2018-04-10 00:00:00-04:00,6624.25
2018-04-11 00:00:00-04:00,6592.75
2018-04-12 00:00:00-04:00,6670.75
2018-04-13 00:00:00-04:00,6640.75
2018-04-16 00:00:00-04:00,6712.0
2018-04-17 00:00:00-04:00,6828.75
2018-04-18 00:00:00-04:00,6843.5
2018-04-19 00:00:00-04:00,6780.0
2018-04-20 00:00:00-04:00,6676.25
2018-04-23 00:00:00-04:00,6667.0
2018-04-24 00:00:00-04:00,6526.75
2018-04-25 00:00:00-04:00,6555.75
2018-04-26 00:00:00-04:00,6734.75
2018-04-27 00:00:00-04:00,6669.75
2018-04-30 00:00:00-04:00,6613.0
2018-05-01 00:00:00-04:00,6692.0
2018-05-02 00:00:00-04:00,6633.5
2018-05-03 00:00:00-04:00,6664.5
2018-05-04 00:00:00-04:00,6774.75
2018-05-07 00:00:00-04:00,6826.0
2018-05-08 00:00:00-04:00,6820.5
2018-05-09 00:00:00-04:00,6896.0
2018-05-10 00:00:00-04:00,6965.0
2018-05-11 00:00:00-04:00,6960.0
2018-05-14 00:00:00-04:00,6974.0
2018-05-15 00:00:00-04:00,6890.5
2018-05-16 00:00:00-04:00,6937.25
2018-05-17 00:00:00-04:00,6905.75
2018-05-18 00:00:00-04:00,6874.0
2018-05-21 00:00:00-04:00,6915.75
2018-05-22 00:00:00-04:00,6909.25
2018-05-23 00:00:00-04:00,6957.0
2018-05-24 00:00:00-04:00,6957.25
2018-05-25 00:00:00-04:00,6960.25
2018-05-29 00:00:00-04:00,6944.5
2018-05-30 00:00:00-04:00,6987.25
2018-05-31 00:00:00-04:00,6977.0
2018-06-01 00:00:00-04:00,7083.0
2018-06-04 00:00:00-04:00,7148.25
2018-06-05 00:00:00-04:00,7179.25
2018-06-06 00:00:00-04:00,7215.0
2018-06-07 00:00:00-04:00,7161.0
2018-06-08 00:00:00-04:00,7151.5
2018-06-11 00:00:00-04:00,7170.25
2018-06-12 00:00:00-04:00,7199.5
2018-06-13 00:00:00-04:00,7204.25
2018-06-14 00:00:00-04:00,7283.75
2018-06-15 00:00:00-04:00,7257.5
2018-06-18 00:00:00-04:00,7276.0
2018-06-19 00:00:00-04:00,7252.25
2018-06-20 00:00:00-04:00,7313.25
2018-06-21 00:00:00-04:00,7237.75
2018-06-22 00:00:00-04:00,7222.75
2018-06-25 00:00:00-04:00,7073.5
2018-06-26 00:00:00-04:00,7104.0
2018-06-27 00:00:00-04:00,6998.25
2018-06-28 00:00:00-04:00,7060.5
2018-06-29 00:00:00-04:00,7066.75
2018-07-02 00:00:00-04:00,7116.5
2018-07-03 00:00:00-04:00,7023.75
2018-07-05 00:00:00-04:00,7125.75
2018-07-06 00:00:00-04:00,7233.5
2018-07-09 00:00:00-04:00,7300.25
2018-07-10 00:00:00-04:00,7301.5
2018-07-11 00:00:00-04:00,7253.75
2018-07-12 00:00:00-04:00,7382.75
2018-07-13 00:00:00-04:00,7393.0
2018-07-16 00:00:00-04:00,7325.0
2018-07-17 00:00:00-04:00,7421.75
2018-07-18 00:00:00-04:00,7404.5
2018-07-19 00:00:00-04:00,7367.75
2018-07-20 00:00:00-04:00,7360.0
2018-07-23 00:00:00-04:00,7430.5
2018-07-24 00:00:00-04:00,7416.25
2018-07-25 00:00:00-04:00,7469.5
2018-07-26 00:00:00-04:00,7430.75
2018-07-27 00:00:00-04:00,7301.25
2018-07-30 00:00:00-04:00,7200.5
2018-07-31 00:00:00-04:00,7244.75
2018-08-01 00:00:00-04:00,7277.0
2018-08-02 00:00:00-04:00,7385.75
2018-08-03 00:00:00-04:00,7402.0
2018-08-06 00:00:00-04:00,7444.0
2018-08-07 00:00:00-04:00,7477.25
2018-08-08 00:00:00-04:00,7471.5
2018-08-09 00:00:00-04:00,7475.5
2018-08-10 00:00:00-04:00,7427.0
2018-08-13 00:00:00-04:00,7417.0
2018-08-14 00:00:00-04:00,7457.75
2018-08-15 00:00:00-04:00,7374.0
2018-08-16 00:00:00-04:00,7389.0
2018-08-17 00:00:00-04:00,7387.75
2018-08-20 00:00:00-04:00,7387.0
2018-08-21 00:00:00-04:00,7397.5
2018-08-22 00:00:00-04:00,7433.25
2018-08-23 00:00:00-04:00,7424.5
2018-08-24 00:00:00-04:00,7495.75
2018-08-27 00:00:00-04:00,7568.0
2018-08-28 00:00:00-04:00,7578.0
2018-08-29 00:00:00-04:00,7668.75
2018-08-30 00:00:00-04:00,7649.0
2018-08-31 00:00:00-04:00,7661.25
2018-09-04 00:00:00-04:00,7638.75
2018-09-05 00:00:00-04:00,7531.75
2018-09-06 00:00:00-04:00,7457.5
2018-09-07 00:00:00-04:00,7438.5
2018-09-10 00:00:00-04:00,7460.25
2018-09-11 00:00:00-04:00,7512.0
2018-09-12 00:00:00-04:00,7485.75
2018-09-13 00:00:00-04:00,7564.5
2018-09-14 00:00:00-04:00,7544.75
2018-09-17 00:00:00-04:00,7436.25
2018-09-18 00:00:00-04:00,7495.25
2018-09-19 00:00:00-04:00,7497.5
2018-09-20 00:00:00-04:00,7579.75
2018-09-21 00:00:00-04:00,7589.0
2018-09-24 00:00:00-04:00,7586.0
2018-09-25 00:00:00-04:00,7595.25
2018-09-26 00:00:00-04:00,7590.25
2018-09-27 00:00:00-04:00,7657.25
2018-09-28 00:00:00-04:00,7655.25
2018-10-01 00:00:00-04:00,7675.5
2018-10-02 00:00:00-04:00,7652.75
2018-10-03 00:00:00-04:00,7664.75
2018-10-04 00:00:00-04:00,7514.25
2018-10-05 00:00:00-04:00,7436.0
2018-10-08 00:00:00-04:00,7391.75
2018-10-09 00:00:00-04:00,7399.0
2018-10-10 00:00:00-04:00,7032.0
2018-10-11 00:00:00-04:00,7031.0
2018-10-12 00:00:00-04:00,7172.25
2018-10-15 00:00:00-04:00,7076.5
2018-10-16 00:00:00-04:00,7353.75
2018-10-17 00:00:00-04:00,7313.25
2018-10-18 00:00:00-04:00,7137.75
2018-10-19 00:00:00-04:00,7106.5
2018-10-22 00:00:00-04:00,7155.25
2018-10-23 00:00:00-04:00,7140.25
2018-10-24 00:00:00-04:00,6836.25
2018-10-25 00:00:00-04:00,6926.5
2018-10-26 00:00:00-04:00,6893.25
2018-10-29 00:00:00-04:00,6736.25
2018-10-30 00:00:00-04:00,6815.25
2018-10-31 00:00:00-04:00,6975.5
2018-11-01 00:00:00-04:00,7077.75
2018-11-02 00:00:00-04:00,6980.25
2018-11-05 00:00:00-05:00,6949.5
2018-11-06 00:00:00-05:00,7016.5
2018-11-07 00:00:00-05:00,7218.5
2018-11-08 00:00:00-05:00,7166.0
2018-11-09 00:00:00-05:00,7031.25
2018-11-12 00:00:00-05:00,6835.0
2018-11-13 00:00:00-05:00,6853.0
2018-11-14 00:00:00-05:00,6768.25
2018-11-15 00:00:00-05:00,6915.5
2018-11-16 00:00:00-05:00,6895.25
2018-11-19 00:00:00-05:00,6672.0
2018-11-20 00:00:00-05:00,6532.5
2018-11-21 00:00:00-05:00,6576.25
2018-11-23 00:00:00-05:00,6531.0
2018-11-26 00:00:00-05:00,6673.25
2018-11-27 00:00:00-05:00,6712.5
2018-11-28 00:00:00-05:00,6918.25
2018-11-29 00:00:00-05:00,6913.25
2018-11-30 00:00:00-05:00,6949.5
2018-12-03 00:00:00-05:00,7058.25
2018-12-04 00:00:00-05:00,6803.25
2018-12-06 00:00:00-05:00,6824.5
2018-12-07 00:00:00-05:00,6623.5
2018-12-10 00:00:00-05:00,6699.25
2018-12-11 00:00:00-05:00,6717.0
2018-12-12 00:00:00-05:00,6769.0
2018-12-13 00:00:00-05:00,6752.0
2018-12-14 00:00:00-05:00,6599.5
2018-12-17 00:00:00-05:00,6466.25
2018-12-18 00:00:00-05:00,6462.75
2018-12-19 00:00:00-05:00,6334.75
2018-12-20 00:00:00-05:00,6308.5
2018-12-21 00:00:00-05:00,6257.25
2018-12-24 00:00:00-05:00,5892.0
2018-12-26 00:00:00-05:00,6285.5
2018-12-27 00:00:00-05:00,6323.5
2018-12-28 00:00:00-05:00,6293.25
2018-12-31 00:00:00-05:00,6333.25
2019-01-02 00:00:00-05:00,6371.0
2019-01-03 00:00:00-05:00,6162.0
2019-01-04 00:00:00-05:00,6434.0
2019-01-07 00:00:00-05:00,6496.5
2019-01-08 00:00:00-05:00,6557.25
2019-01-09 00:00:00-05:00,6604.75
2019-01-10 00:00:00-05:00,6625.25
2019-01-11 00:00:00-05:00,6612.75
2019-01-14 00:00:00-05:00,6545.0
2019-01-15 00:00:00-05:00,6676.75
2019-01-16 00:00:00-05:00,6666.25
2019-01-17 00:00:00-05:00,6720.0
2019-01-18 00:00:00-05:00,6792.75
2019-01-22 00:00:00-05:00,6653.0
2019-01-23 00:00:00-05:00,6665.25
2019-01-24 00:00:00-05:00,6675.0
2019-01-25 00:00:00-05:00,6791.25
2019-01-28 00:00:00-05:00,6701.75
2019-01-29 00:00:00-05:00,6638.75
2019-01-30 00:00:00-05:00,6837.25
2019-01-31 00:00:00-05:00,6914.75
2019-02-01 00:00:00-05:00,6877.75
2019-02-04 00:00:00-05:00,6937.5
2019-02-05 00:00:00-05:00,7008.0
2019-02-06 00:00:00-05:00,6995.75
2019-02-07 00:00:00-05:00,6905.5
2019-02-08 00:00:00-05:00,6916.75
2019-02-11 00:00:00-05:00,6914.25
2019-02-12 00:00:00-05:00,7018.5
2019-02-13 00:00:00-05:00,7016.25
2019-02-14 00:00:00-05:00,7019.75
2019-02-15 00:00:00-05:00,7063.75
2019-02-19 00:00:00-05:00,7068.25
2019-02-20 00:00:00-05:00,7073.25
2019-02-21 00:00:00-05:00,7034.5
2019-02-22 00:00:00-05:00,7088.25
2019-02-25 00:00:00-05:00,7125.75
2019-02-26 00:00:00-05:00,7117.75
2019-02-27 00:00:00-05:00,7121.75
2019-02-28 00:00:00-05:00,7102.5
2019-03-01 00:00:00-05:00,7156.0
2019-03-04 00:00:00-05:00,7145.75
2019-03-05 00:00:00-05:00,7165.5
2019-03-06 00:00:00-05:00,7111.25
2019-03-07 00:00:00-05:00,7027.5
2019-03-08 00:00:00-05:00,7026.75
2019-03-11 00:00:00-04:00,7164.75
2019-03-12 00:00:00-04:00,7206.5
2019-03-13 00:00:00-04:00,7267.75
2019-03-14 00:00:00-04:00,7239.75
2019-03-15 00:00:00-04:00,7270.35009765625
2019-03-18 00:00:00-04:00,7360.75
2019-03-19 00:00:00-04:00,7376.5
2019-03-20 00:00:00-04:00,7409.5
2019-03-21 00:00:00-04:00,7534.5
2019-03-22 00:00:00-04:00,7368.75
2019-03-25 00:00:00-04:00,7355.25
2019-03-26 00:00:00-04:00,7376.75
2019-03-27 00:00:00-04:00,7334.5
2019-03-28 00:00:00-04:00,7352.0
2019-03-29 00:00:00-04:00,7400.5
2019-04-01 00:00:00-04:00,7498.5
2019-04-02 00:00:00-04:00,7519.25
2019-04-03 00:00:00-04:00,7582.25
2019-04-04 00:00:00-04:00,7561.5
2019-04-05 00:00:00-04:00,7604.25
2019-04-08 00:00:00-04:00,7623.5
2019-04-09 00:00:00-04:00,7593.25
2019-04-10 00:00:00-04:00,7641.25
2019-04-11 00:00:00-04:00,7617.25
2019-04-12 00:00:00-04:00,7652.25
2019-04-15 00:00:00-04:00,7647.75
2019-04-16 00:00:00-04:00,7679.5
2019-04-17 00:00:00-04:00,7689.75
2019-04-18 00:00:00-04:00,7712.5
2019-04-22 00:00:00-04:00,7734.75
2019-04-23 00:00:00-04:00,7838.0
2019-04-24 00:00:00-04:00,7847.75
2019-04-25 00:00:00-04:00,7798.5
2019-04-26 00:00:00-04:00,7840.25
2019-04-29 00:00:00-04:00,7813.75
2019-04-30 00:00:00-04:00,7800.0
2019-05-01 00:00:00-04:00,7756.5
2019-05-02 00:00:00-04:00,7734.25
2019-05-03 00:00:00-04:00,7865.0
2019-05-06 00:00:00-04:00,7803.5
2019-05-07 00:00:00-04:00,7674.0
2019-05-08 00:00:00-04:00,7647.5
2019-05-09 00:00:00-04:00,7595.25
2019-05-10 00:00:00-04:00,7610.25
2019-05-13 00:00:00-04:00,7314.75
2019-05-14 00:00:00-04:00,7421.0
2019-05-15 00:00:00-04:00,7529.25
2019-05-16 00:00:00-04:00,7600.25
2019-05-17 00:00:00-04:00,7511.5
2019-05-20 00:00:00-04:00,7391.75
2019-05-21 00:00:00-04:00,7464.0
2019-05-22 00:00:00-04:00,7430.0
2019-05-23 00:00:00-04:00,7311.0
2019-05-24 00:00:00-04:00,7315.5
2019-05-28 00:00:00-04:00,7295.25
2019-05-29 00:00:00-04:00,7216.0
2019-05-30 00:00:00-04:00,7255.25
2019-05-31 00:00:00-04:00,7133.5
2019-06-03 00:00:00-04:00,6993.75
2019-06-04 00:00:00-04:00,7179.25
2019-06-05 00:00:00-04:00,7228.5
2019-06-06 00:00:00-04:00,7282.25
2019-06-07 00:00:00-04:00,7419.5
2019-06-10 00:00:00-04:00,7515.5
2019-06-11 00:00:00-04:00,7518.25
2019-06-12 00:00:00-04:00,7473.25
2019-06-13 00:00:00-04:00,7522.75
2019-06-14 00:00:00-04:00,7478.25
2019-06-17 00:00:00-04:00,7534.25
2019-06-18 00:00:00-04:00,7645.25
2019-06-19 00:00:00-04:00,7674.25
2019-06-20 00:00:00-04:00,7745.25
2019-06-21 00:00:00-04:00,7723.60986328125
2019-06-24 00:00:00-04:00,7758.75
2019-06-25 00:00:00-04:00,7628.75
2019-06-26 00:00:00-04:00,7650.0
2019-06-27 00:00:00-04:00,7690.5
2019-06-28 00:00:00-04:00,7693.75
2019-07-01 00:00:00-04:00,7790.0
2019-07-02 00:00:00-04:00,7838.25
2019-07-03 00:00:00-04:00,7887.5
2019-07-05 00:00:00-04:00,7851.5
2019-07-08 00:00:00-04:00,7801.0
2019-07-09 00:00:00-04:00,7845.25
2019-07-10 00:00:00-04:00,7928.75
2019-07-11 00:00:00-04:00,7918.75
2019-07-12 00:00:00-04:00,7960.0
2019-07-15 00:00:00-04:00,7986.75
2019-07-16 00:00:00-04:00,7942.75
2019-07-17 00:00:00-04:00,7885.5
2019-07-18 00:00:00-04:00,7933.5
2019-07-19 00:00:00-04:00,7842.75
2019-07-22 00:00:00-04:00,7924.75
2019-07-23 00:00:00-04:00,7983.75
2019-07-24 00:00:00-04:00,8038.0
2019-07-25 00:00:00-04:00,7981.75
2019-07-26 00:00:00-04:00,8019.75
2019-07-29 00:00:00-04:00,8001.25
2019-07-30 00:00:00-04:00,7963.25
2019-07-31 00:00:00-04:00,7866.75
2019-08-01 00:00:00-04:00,7808.25
2019-08-02 00:00:00-04:00,7702.25
2019-08-05 00:00:00-04:00,7385.25
2019-08-06 00:00:00-04:00,7515.5
2019-08-07 00:00:00-04:00,7553.25
2019-08-08 00:00:00-04:00,7735.75
2019-08-09 00:00:00-04:00,7660.25
2019-08-12 00:00:00-04:00,7566.75
2019-08-13 00:00:00-04:00,7748.0
2019-08-14 00:00:00-04:00,7488.75
2019-08-15 00:00:00-04:00,7496.25
2019-08-16 00:00:00-04:00,7611.75
2019-08-19 00:00:00-04:00,7727.5
2019-08-20 00:00:00-04:00,7668.0
2019-08-21 00:00:00-04:00,7750.25
2019-08-22 00:00:00-04:00,7711.25
2019-08-23 00:00:00-04:00,7504.5
2019-08-26 00:00:00-04:00,7590.5
2019-08-27 00:00:00-04:00,7562.75
2019-08-28 00:00:00-04:00,7599.25
2019-08-29 00:00:00-04:00,7712.0
2019-08-30 00:00:00-04:00,7690.75
2019-09-03 00:00:00-04:00,7617.5
2019-09-04 00:00:00-04:00,7722.75
2019-09-05 00:00:00-04:00,7855.5
2019-09-06 00:00:00-04:00,7857.75
2019-09-09 00:00:00-04:00,7830.75
2019-09-10 00:00:00-04:00,7815.0
2019-09-11 00:00:00-04:00,7889.75
2019-09-12 00:00:00-04:00,7921.5
2019-09-13 00:00:00-04:00,7886.0
2019-09-16 00:00:00-04:00,7856.5
2019-09-17 00:00:00-04:00,7890.25
2019-09-18 00:00:00-04:00,7894.25
2019-09-19 00:00:00-04:00,7896.25
2019-09-20 00:00:00-04:00,7899.47998046875
2019-09-23 00:00:00-04:00,7850.5
2019-09-24 00:00:00-04:00,7735.25
2019-09-25 00:00:00-04:00,7820.25
2019-09-26 00:00:00-04:00,7787.25
2019-09-27 00:00:00-04:00,7701.25
2019-09-30 00:00:00-04:00,7770.5
2019-10-01 00:00:00-04:00,7695.5
2019-10-02 00:00:00-04:00,7546.25
2019-10-03 00:00:00-04:00,7658.5
2019-10-04 00:00:00-04:00,7767.25
2019-10-07 00:00:00-04:00,7740.0
2019-10-08 00:00:00-04:00,7622.0
2019-10-09 00:00:00-04:00,7699.75
2019-10-10 00:00:00-04:00,7760.25
2019-10-11 00:00:00-04:00,7859.0
2019-10-14 00:00:00-04:00,7857.5
2019-10-15 00:00:00-04:00,7959.75
2019-10-16 00:00:00-04:00,7948.5
2019-10-17 00:00:00-04:00,7952.75
2019-10-18 00:00:00-04:00,7880.75
2019-10-21 00:00:00-04:00,7948.25
2019-10-22 00:00:00-04:00,7858.75
2019-10-23 00:00:00-04:00,7901.5
2019-10-24 00:00:00-04:00,7928.25
2019-10-25 00:00:00-04:00,8035.75
2019-10-28 00:00:00-04:00,8094.75
2019-10-29 00:00:00-04:00,8055.25
2019-10-30 00:00:00-04:00,8111.25
2019-10-31 00:00:00-04:00,8090.25
2019-11-01 00:00:00-04:00,8160.25
2019-11-04 00:00:00-05:00,8215.75
2019-11-05 00:00:00-05:00,8210.75
2019-11-06 00:00:00-05:00,8207.25
2019-11-07 00:00:00-05:00,8230.5
2019-11-08 00:00:00-05:00,8257.25
2019-11-11 00:00:00-05:00,8249.75
2019-11-12 00:00:00-05:00,8275.0
2019-11-13 00:00:00-05:00,8265.75
2019-11-14 00:00:00-05:00,8265.5
2019-11-15 00:00:00-05:00,8318.75
2019-11-18 00:00:00-05:00,8333.5
2019-11-19 00:00:00-05:00,8341.5
2019-11-20 00:00:00-05:00,8291.75
2019-11-21 00:00:00-05:00,8274.5
2019-11-22 00:00:00-05:00,8280.5
2019-11-25 00:00:00-05:00,8376.5
2019-11-26 00:00:00-05:00,8400.75
2019-11-27 00:00:00-05:00,8454.75
2019-11-29 00:00:00-05:00,8417.5
2019-12-02 00:00:00-05:00,8316.0
2019-12-03 00:00:00-05:00,8251.25
2019-12-04 00:00:00-05:00,8295.25
2019-12-05 00:00:00-05:00,8309.25
2019-12-06 00:00:00-05:00,8400.25
2019-12-09 00:00:00-05:00,8356.0
2019-12-10 00:00:00-05:00,8363.75
2019-12-11 00:00:00-05:00,8405.5
2019-12-12 00:00:00-05:00,8465.25
2019-12-13 00:00:00-05:00,8494.0
2019-12-16 00:00:00-05:00,8576.0
2019-12-17 00:00:00-05:00,8576.25
2019-12-18 00:00:00-05:00,8590.25
2019-12-19 00:00:00-05:00,8642.5
2019-12-20 00:00:00-05:00,8707.4599609375
2019-12-23 00:00:00-05:00,8726.5
2019-12-24 00:00:00-05:00,8729.5
2019-12-26 00:00:00-05:00,8804.25
2019-12-27 00:00:00-05:00,8783.25
2019-12-30 00:00:00-05:00,8733.75
2019-12-31 00:00:00-05:00,8752.25
2020-01-02 00:00:00-05:00,8891.75
2020-01-03 00:00:00-05:00,8810.0
2020-01-06 00:00:00-05:00,8847.5
2020-01-07 00:00:00-05:00,8853.0
2020-01-08 00:00:00-05:00,8944.5
2020-01-09 00:00:00-05:00,9009.0
2020-01-10 00:00:00-05:00,8978.25
2020-01-13 00:00:00-05:00,9088.25
2020-01-14 00:00:00-05:00,9062.5
2020-01-15 00:00:00-05:00,9060.0
2020-01-16 00:00:00-05:00,9133.5
2020-01-17 00:00:00-05:00,9174.5
2020-01-21 00:00:00-05:00,9169.75
2020-01-22 00:00:00-05:00,9195.75
2020-01-23 00:00:00-05:00,9248.25
2020-01-24 00:00:00-05:00,9144.5
2020-01-27 00:00:00-05:00,8954.5
2020-01-28 00:00:00-05:00,9105.25
2020-01-29 00:00:00-05:00,9098.5
2020-01-30 00:00:00-05:00,9216.25
2020-01-31 00:00:00-05:00,8997.75
2020-02-03 00:00:00-05:00,9114.25
2020-02-04 00:00:00-05:00,9355.0
2020-02-05 00:00:00-05:00,9381.5
2020-02-06 00:00:00-05:00,9455.5
2020-02-07 00:00:00-05:00,9409.5
2020-02-10 00:00:00-05:00,9527.5
2020-02-11 00:00:00-05:00,9527.25
2020-02-12 00:00:00-05:00,9625.75
2020-02-13 00:00:00-05:00,9613.0
2020-02-14 00:00:00-05:00,9632.25
2020-02-18 00:00:00-05:00,9636.0
2020-02-19 00:00:00-05:00,9733.5
2020-02-20 00:00:00-05:00,9624.25
2020-02-21 00:00:00-05:00,9458.0
2020-02-24 00:00:00-05:00,9091.0
2020-02-25 00:00:00-05:00,8854.25
2020-02-26 00:00:00-05:00,8850.25
2020-02-27 00:00:00-05:00,8382.75
2020-02-28 00:00:00-05:00,8454.0
2020-03-02 00:00:00-05:00,8791.25
2020-03-03 00:00:00-05:00,8582.5
2020-03-04 00:00:00-05:00,8896.5
2020-03-05 00:00:00-05:00,8648.75
2020-03-06 00:00:00-05:00,8503.25
2020-03-09 00:00:00-04:00,7951.5
2020-03-10 00:00:00-04:00,8331.5
2020-03-11 00:00:00-04:00,8003.5
2020-03-12 00:00:00-04:00,7215.25
2020-03-13 00:00:00-04:00,7915.75
2020-03-16 00:00:00-04:00,7057.5
2020-03-17 00:00:00-04:00,7405.25
2020-03-18 00:00:00-04:00,7225.25
2020-03-19 00:00:00-04:00,7293.5
2020-03-20 00:00:00-04:00,7417.97998046875
2020-03-23 00:00:00-04:00,6984.5
2020-03-24 00:00:00-04:00,7554.75
2020-03-25 00:00:00-04:00,7467.75
2020-03-26 00:00:00-04:00,7844.0
2020-03-27 00:00:00-04:00,7568.5
2020-03-30 00:00:00-04:00,7854.75
2020-03-31 00:00:00-04:00,7786.25
2020-04-01 00:00:00-04:00,7438.75
2020-04-02 00:00:00-04:00,7627.25
2020-04-03 00:00:00-04:00,7522.75
2020-04-06 00:00:00-04:00,8029.75
2020-04-07 00:00:00-04:00,8012.0
2020-04-08 00:00:00-04:00,8189.75
2020-04-09 00:00:00-04:00,8227.5
2020-04-13 00:00:00-04:00,8327.25
2020-04-14 00:00:00-04:00,8692.5
2020-04-15 00:00:00-04:00,8594.0
2020-04-16 00:00:00-04:00,8734.25
2020-04-17 00:00:00-04:00,8809.0
2020-04-20 00:00:00-04:00,8692.0
2020-04-21 00:00:00-04:00,8431.75
2020-04-22 00:00:00-04:00,8638.0
2020-04-23 00:00:00-04:00,8598.75
2020-04-24 00:00:00-04:00,8769.0
2020-04-27 00:00:00-04:00,8824.25
2020-04-28 00:00:00-04:00,8719.75
2020-04-29 00:00:00-04:00,9036.5
2020-04-30 00:00:00-04:00,8988.5
2020-05-01 00:00:00-04:00,8718.0
2020-05-04 00:00:00-04:00,8795.5
2020-05-05 00:00:00-04:00,8924.25
2020-05-06 00:00:00-04:00,8952.0
2020-05-07 00:00:00-04:00,9107.75
2020-05-08 00:00:00-04:00,9218.25
2020-05-11 00:00:00-04:00,9279.0
2020-05-12 00:00:00-04:00,9078.25
2020-05-13 00:00:00-04:00,8992.25
2020-05-14 00:00:00-04:00,9079.5
2020-05-15 00:00:00-04:00,9096.5
2020-05-18 00:00:00-04:00,9325.5
2020-05-19 00:00:00-04:00,9300.75
