Date,O
2017-11-09 00:00:00-05:00,39.21139907836914
2017-11-10 00:00:00-05:00,39.218360900878906
2017-11-13 00:00:00-05:00,39.49712371826172
2017-11-14 00:00:00-05:00,39.657447814941406
2017-11-15 00:00:00-05:00,39.357749938964844
2017-11-16 00:00:00-05:00,39.37169647216797
2017-11-17 00:00:00-05:00,39.36471176147461
2017-11-20 00:00:00-05:00,39.11381530761719
2017-11-21 00:00:00-05:00,39.40652847290039
2017-11-22 00:00:00-05:00,39.23229217529297
2017-11-24 00:00:00-05:00,39.3019905090332
2017-11-27 00:00:00-05:00,39.183509826660156
2017-11-28 00:00:00-05:00,38.946533203125
2017-11-29 00:00:00-05:00,38.6607780456543
2017-11-30 00:00:00-05:00,38.690155029296875
2017-12-01 00:00:00-05:00,38.86507034301758
2017-12-04 00:00:00-05:00,38.71813201904297
2017-12-05 00:00:00-05:00,38.63418960571289
2017-12-06 00:00:00-05:00,38.27037811279297
2017-12-07 00:00:00-05:00,38.361331939697266
2017-12-08 00:00:00-05:00,38.88606262207031
2017-12-11 00:00:00-05:00,38.77410888671875
2017-12-12 00:00:00-05:00,38.99801254272461
2017-12-13 00:00:00-05:00,39.78859329223633
2017-12-14 00:00:00-05:00,39.85856246948242
2017-12-15 00:00:00-05:00,40.15940856933594
2017-12-18 00:00:00-05:00,40.439273834228516
2017-12-19 00:00:00-05:00,39.42478561401367
2017-12-20 00:00:00-05:00,38.90705108642578
2017-12-21 00:00:00-05:00,38.65517807006836
2017-12-22 00:00:00-05:00,39.074974060058594
2017-12-26 00:00:00-05:00,39.340824127197266
2017-12-27 00:00:00-05:00,39.68364334106445
2017-12-28 00:00:00-05:00,39.963504791259766
2017-12-29 00:00:00-05:00,40.04286575317383
2018-01-02 00:00:00-05:00,39.76197052001953
2018-01-03 00:00:00-05:00,39.6566162109375
2018-01-04 00:00:00-05:00,38.79987335205078
2018-01-05 00:00:00-05:00,38.77178955078125
2018-01-08 00:00:00-05:00,38.82094192504883
2018-01-09 00:00:00-05:00,38.097599029541016
2018-01-10 00:00:00-05:00,37.26191329956055
2018-01-11 00:00:00-05:00,37.41641616821289
2018-01-12 00:00:00-05:00,37.023136138916016
2018-01-16 00:00:00-05:00,37.17766189575195
2018-01-17 00:00:00-05:00,37.38833236694336
2018-01-18 00:00:00-05:00,37.04420852661133
2018-01-19 00:00:00-05:00,37.318092346191406
2018-01-22 00:00:00-05:00,37.82371520996094
2018-01-23 00:00:00-05:00,38.29425811767578
2018-01-24 00:00:00-05:00,37.9290657043457
2018-01-25 00:00:00-05:00,38.23103332519531
2018-01-26 00:00:00-05:00,38.06953430175781
2018-01-29 00:00:00-05:00,37.25489807128906
2018-01-30 00:00:00-05:00,36.84054946899414
2018-01-31 00:00:00-05:00,37.50979995727539
2018-02-01 00:00:00-05:00,36.381465911865234
2018-02-02 00:00:00-05:00,36.14170455932617
2018-02-05 00:00:00-05:00,35.33071517944336
2018-02-06 00:00:00-05:00,35.30955505371094
2018-02-07 00:00:00-05:00,34.498573303222656
2018-02-08 00:00:00-05:00,33.53949737548828
2018-02-09 00:00:00-05:00,34.48446273803711
2018-02-12 00:00:00-05:00,34.32931137084961
2018-02-13 00:00:00-05:00,34.54793930053711
2018-02-14 00:00:00-05:00,33.92030715942383
2018-02-15 00:00:00-05:00,34.75244903564453
2018-02-16 00:00:00-05:00,35.23199462890625
2018-02-20 00:00:00-05:00,34.83707809448242
2018-02-21 00:00:00-05:00,34.12481689453125
2018-02-22 00:00:00-05:00,34.76655578613281
2018-02-23 00:00:00-05:00,35.401241302490234
2018-02-26 00:00:00-05:00,35.683326721191406
2018-02-27 00:00:00-05:00,34.815921783447266
2018-02-28 00:00:00-05:00,34.83645248413086
2018-03-01 00:00:00-05:00,35.14104461669922
2018-03-02 00:00:00-05:00,35.226043701171875
2018-03-05 00:00:00-05:00,35.636905670166016
2018-03-06 00:00:00-05:00,35.79981994628906
2018-03-07 00:00:00-05:00,36.019405364990234
2018-03-08 00:00:00-05:00,35.82814025878906
2018-03-09 00:00:00-05:00,36.033565521240234
2018-03-12 00:00:00-04:00,36.302738189697266
2018-03-13 00:00:00-04:00,36.44440841674805
2018-03-14 00:00:00-04:00,36.401912689208984
2018-03-15 00:00:00-04:00,36.22481918334961
2018-03-16 00:00:00-04:00,36.45857238769531
2018-03-19 00:00:00-04:00,36.05482864379883
2018-03-20 00:00:00-04:00,35.75730514526367
2018-03-21 00:00:00-04:00,35.34647750854492
2018-03-22 00:00:00-04:00,35.325225830078125
2018-03-23 00:00:00-04:00,34.94272232055664
2018-03-26 00:00:00-04:00,35.38188171386719
2018-03-27 00:00:00-04:00,35.64397430419922
2018-03-28 00:00:00-04:00,36.663997650146484
2018-03-29 00:00:00-04:00,36.799156188964844
2018-04-02 00:00:00-04:00,36.400787353515625
2018-04-03 00:00:00-04:00,36.8062629699707
2018-04-04 00:00:00-04:00,37.311344146728516
2018-04-05 00:00:00-04:00,37.25442123413086
2018-04-06 00:00:00-04:00,37.04813003540039
2018-04-09 00:00:00-04:00,36.91299057006836
2018-04-10 00:00:00-04:00,36.792049407958984
2018-04-11 00:00:00-04:00,36.87030792236328
2018-04-12 00:00:00-04:00,36.06643295288086
2018-04-13 00:00:00-04:00,36.144691467285156
2018-04-16 00:00:00-04:00,36.33676528930664
2018-04-17 00:00:00-04:00,36.71378707885742
2018-04-18 00:00:00-04:00,36.585750579833984
2018-04-19 00:00:00-04:00,35.68941116333008
2018-04-20 00:00:00-04:00,35.2341423034668
2018-04-23 00:00:00-04:00,34.94960021972656
