Date,MDT
2017-11-09 00:00:00-05:00,67.70417022705078
2017-11-10 00:00:00-05:00,66.46420288085938
2017-11-13 00:00:00-05:00,66.35527801513672
2017-11-14 00:00:00-05:00,66.32178497314453
2017-11-15 00:00:00-05:00,65.91963195800781
2017-11-16 00:00:00-05:00,66.40553283691406
2017-11-17 00:00:00-05:00,66.5982437133789
2017-11-20 00:00:00-05:00,66.10392761230469
2017-11-21 00:00:00-05:00,69.25411224365234
2017-11-22 00:00:00-05:00,68.98603057861328
2017-11-24 00:00:00-05:00,69.74845123291016
2017-11-27 00:00:00-05:00,68.20687103271484
2017-11-28 00:00:00-05:00,69.08657836914062
2017-11-29 00:00:00-05:00,68.79332733154297
2017-11-30 00:00:00-05:00,68.8100814819336
2017-12-01 00:00:00-05:00,68.08953857421875
2017-12-04 00:00:00-05:00,66.9166259765625
2017-12-05 00:00:00-05:00,67.79633331298828
2017-12-06 00:00:00-05:00,68.28227233886719
2017-12-07 00:00:00-05:00,67.50308990478516
2017-12-08 00:00:00-05:00,67.9219970703125
2017-12-11 00:00:00-05:00,68.08953857421875
2017-12-12 00:00:00-05:00,68.70115661621094
2017-12-13 00:00:00-05:00,68.63414764404297
2017-12-14 00:00:00-05:00,68.55876159667969
2017-12-15 00:00:00-05:00,69.95790100097656
2017-12-18 00:00:00-05:00,69.89925384521484
2017-12-19 00:00:00-05:00,68.73468017578125
2017-12-20 00:00:00-05:00,68.18171691894531
2017-12-21 00:00:00-05:00,68.2655029296875
2017-12-22 00:00:00-05:00,68.31576538085938
2017-12-26 00:00:00-05:00,68.25712585449219
2017-12-27 00:00:00-05:00,68.5000991821289
2017-12-28 00:00:00-05:00,68.5337905883789
2017-12-29 00:00:00-05:00,68.03668975830078
2018-01-02 00:00:00-05:00,69.2668228149414
2018-01-03 00:00:00-05:00,70.70759582519531
2018-01-04 00:00:00-05:00,70.87612915039062
2018-01-05 00:00:00-05:00,72.07254028320312
2018-01-08 00:00:00-05:00,72.0472640991211
2018-01-09 00:00:00-05:00,72.3590087890625
2018-01-10 00:00:00-05:00,72.03040313720703
2018-01-11 00:00:00-05:00,72.23265838623047
2018-01-12 00:00:00-05:00,71.9967041015625
2018-01-16 00:00:00-05:00,71.88717651367188
2018-01-17 00:00:00-05:00,72.55281066894531
2018-01-18 00:00:00-05:00,73.5217514038086
