Date,JPM
2017-11-09 00:00:00-05:00,80.09941864013672
2017-11-10 00:00:00-05:00,80.00098419189453
2017-11-13 00:00:00-05:00,80.28811645507812
2017-11-14 00:00:00-05:00,79.8040771484375
2017-11-15 00:00:00-05:00,80.5588607788086
2017-11-16 00:00:00-05:00,80.78858184814453
2017-11-17 00:00:00-05:00,80.51783752441406
2017-11-20 00:00:00-05:00,81.23162078857422
2017-11-21 00:00:00-05:00,81.16597747802734
2017-11-22 00:00:00-05:00,80.92805480957031
2017-11-24 00:00:00-05:00,80.66552734375
2017-11-27 00:00:00-05:00,80.3455581665039
2017-11-28 00:00:00-05:00,83.15965270996094
2017-11-29 00:00:00-05:00,85.10411071777344
2017-11-30 00:00:00-05:00,85.75225067138672
2017-12-01 00:00:00-05:00,85.97374725341797
2017-12-04 00:00:00-05:00,87.74590301513672
2017-12-05 00:00:00-05:00,86.73677825927734
2017-12-06 00:00:00-05:00,86.08861541748047
2017-12-07 00:00:00-05:00,85.83429718017578
2017-12-08 00:00:00-05:00,86.90906524658203
2017-12-11 00:00:00-05:00,86.65471649169922
2017-12-12 00:00:00-05:00,87.66385650634766
2017-12-13 00:00:00-05:00,86.56451416015625
2017-12-14 00:00:00-05:00,85.86711120605469
2017-12-15 00:00:00-05:00,87.08134460449219
2017-12-18 00:00:00-05:00,87.7541275024414
2017-12-19 00:00:00-05:00,87.38491821289062
2017-12-20 00:00:00-05:00,87.08134460449219
2017-12-21 00:00:00-05:00,88.46790313720703
2017-12-22 00:00:00-05:00,88.15612030029297
2017-12-26 00:00:00-05:00,87.80333709716797
2017-12-27 00:00:00-05:00,87.96743774414062
2017-12-28 00:00:00-05:00,88.43507385253906
2017-12-29 00:00:00-05:00,87.73770141601562
2018-01-02 00:00:00-05:00,88.56633758544922
2018-01-03 00:00:00-05:00,88.65657806396484
2018-01-04 00:00:00-05:00,89.9266586303711
2018-01-05 00:00:00-05:00,89.34934997558594
2018-01-08 00:00:00-05:00,89.48130798339844
2018-01-09 00:00:00-05:00,89.93489837646484
2018-01-10 00:00:00-05:00,90.92454528808594
2018-01-11 00:00:00-05:00,91.41114044189453
2018-01-12 00:00:00-05:00,92.92035675048828
2018-01-16 00:00:00-05:00,92.5904769897461
2018-01-17 00:00:00-05:00,93.18426513671875
2018-01-18 00:00:00-05:00,93.40693664550781
2018-01-19 00:00:00-05:00,93.20077514648438
2018-01-22 00:00:00-05:00,94.28937530517578
2018-01-23 00:00:00-05:00,94.19041442871094
2018-01-24 00:00:00-05:00,95.3945083618164
2018-01-25 00:00:00-05:00,95.41925811767578
2018-01-26 00:00:00-05:00,95.93055725097656
2018-01-29 00:00:00-05:00,95.83161163330078
2018-01-30 00:00:00-05:00,94.93266296386719
2018-01-31 00:00:00-05:00,95.3945083618164
2018-02-01 00:00:00-05:00,96.3841552734375
2018-02-02 00:00:00-05:00,94.24815368652344
2018-02-05 00:00:00-05:00,89.72872924804688
2018-02-06 00:00:00-05:00,92.4585189819336
2018-02-07 00:00:00-05:00,93.08529663085938
2018-02-08 00:00:00-05:00,88.96997833251953
2018-02-09 00:00:00-05:00,90.75137329101562
2018-02-12 00:00:00-05:00,92.15338134765625
2018-02-13 00:00:00-05:00,92.72242736816406
2018-02-14 00:00:00-05:00,94.86668395996094
2018-02-15 00:00:00-05:00,95.26254272460938
2018-02-16 00:00:00-05:00,94.57804107666016
2018-02-20 00:00:00-05:00,94.60276794433594
2018-02-21 00:00:00-05:00,94.99864196777344
2018-02-22 00:00:00-05:00,94.82544708251953
2018-02-23 00:00:00-05:00,96.74703216552734
2018-02-26 00:00:00-05:00,97.95111083984375
2018-02-27 00:00:00-05:00,96.78825378417969
2018-02-28 00:00:00-05:00,95.25428009033203
2018-03-01 00:00:00-05:00,93.54713439941406
2018-03-02 00:00:00-05:00,93.45640563964844
2018-03-05 00:00:00-05:00,94.89142608642578
2018-03-06 00:00:00-05:00,94.97388458251953
2018-03-07 00:00:00-05:00,94.61927795410156
2018-03-08 00:00:00-05:00,94.62751770019531
2018-03-09 00:00:00-05:00,97.34906768798828
2018-03-12 00:00:00-04:00,97.03569030761719
2018-03-13 00:00:00-04:00,95.87284088134766
2018-03-14 00:00:00-04:00,94.80070495605469
2018-03-15 00:00:00-04:00,95.03986358642578
2018-03-16 00:00:00-04:00,95.2048110961914
2018-03-19 00:00:00-04:00,94.454345703125
2018-03-20 00:00:00-04:00,94.5450439453125
2018-03-21 00:00:00-04:00,94.62751770019531
2018-03-22 00:00:00-04:00,90.67716217041016
2018-03-23 00:00:00-04:00,88.25247955322266
2018-03-26 00:00:00-04:00,90.97403717041016
2018-03-27 00:00:00-04:00,89.20913696289062
2018-03-28 00:00:00-04:00,89.06896209716797
2018-03-29 00:00:00-04:00,90.69364166259766
2018-04-02 00:00:00-04:00,88.94524383544922
2018-04-03 00:00:00-04:00,90.16583251953125
2018-04-04 00:00:00-04:00,91.53485870361328
