Date,^TNX
2017-11-09 00:00:00-06:00,2.3310000896453857
2017-11-10 00:00:00-06:00,2.4000000953674316
2017-11-13 00:00:00-06:00,2.4000000953674316
2017-11-14 00:00:00-06:00,2.38100004196167
2017-11-15 00:00:00-06:00,2.3350000381469727
2017-11-16 00:00:00-06:00,2.3610000610351562
2017-11-17 00:00:00-06:00,2.3540000915527344
2017-11-20 00:00:00-06:00,2.371999979019165
2017-11-21 00:00:00-06:00,2.36299991607666
2017-11-22 00:00:00-06:00,2.322000026702881
2017-11-24 00:00:00-06:00,2.3399999141693115
2017-11-27 00:00:00-06:00,2.328000068664551
2017-11-28 00:00:00-06:00,2.3380000591278076
2017-11-29 00:00:00-06:00,2.375999927520752
2017-11-30 00:00:00-06:00,2.4170000553131104
2017-12-01 00:00:00-06:00,2.361999988555908
2017-12-04 00:00:00-06:00,2.378999948501587
2017-12-05 00:00:00-06:00,2.3559999465942383
2017-12-06 00:00:00-06:00,2.3299999237060547
2017-12-07 00:00:00-06:00,2.375999927520752
2017-12-08 00:00:00-06:00,2.382999897003174
2017-12-11 00:00:00-06:00,2.384999990463257
2017-12-12 00:00:00-06:00,2.4030001163482666
2017-12-13 00:00:00-06:00,2.3489999771118164
2017-12-14 00:00:00-06:00,2.3459999561309814
2017-12-15 00:00:00-06:00,2.3550000190734863
2017-12-18 00:00:00-06:00,2.3919999599456787
2017-12-19 00:00:00-06:00,2.4630000591278076
2017-12-20 00:00:00-06:00,2.496999979019165
2017-12-21 00:00:00-06:00,2.4809999465942383
2017-12-22 00:00:00-06:00,2.484999895095825
2017-12-26 00:00:00-06:00,2.4670000076293945
2017-12-27 00:00:00-06:00,2.4140000343322754
2017-12-28 00:00:00-06:00,2.431999921798706
2017-12-29 00:00:00-06:00,2.4049999713897705
2018-01-02 00:00:00-06:00,2.4649999141693115
2018-01-03 00:00:00-06:00,2.447000026702881
2018-01-04 00:00:00-06:00,2.453000068664551
2018-01-05 00:00:00-06:00,2.4760000705718994
2018-01-08 00:00:00-06:00,2.4800000190734863
2018-01-09 00:00:00-06:00,2.5460000038146973
2018-01-10 00:00:00-06:00,2.549999952316284
2018-01-11 00:00:00-06:00,2.5309998989105225
2018-01-12 00:00:00-06:00,2.552000045776367
2018-01-16 00:00:00-06:00,2.5439999103546143
2018-01-17 00:00:00-06:00,2.578000068664551
2018-01-18 00:00:00-06:00,2.6110000610351562
2018-01-19 00:00:00-06:00,2.63700008392334
2018-01-22 00:00:00-06:00,2.6649999618530273
2018-01-23 00:00:00-06:00,2.624000072479248
2018-01-24 00:00:00-06:00,2.6540000438690186
2018-01-25 00:00:00-06:00,2.621000051498413
2018-01-26 00:00:00-06:00,2.6619999408721924
2018-01-29 00:00:00-06:00,2.6989998817443848
2018-01-30 00:00:00-06:00,2.7260000705718994
2018-01-31 00:00:00-06:00,2.7200000286102295
2018-02-01 00:00:00-06:00,2.7730000019073486
2018-02-02 00:00:00-06:00,2.8540000915527344
2018-02-05 00:00:00-06:00,2.7939999103546143
2018-02-06 00:00:00-06:00,2.7679998874664307
2018-02-07 00:00:00-06:00,2.8440001010894775
2018-02-08 00:00:00-06:00,2.8510000705718994
2018-02-09 00:00:00-06:00,2.8289999961853027
2018-02-12 00:00:00-06:00,2.8570001125335693
