Date,^FVX
2017-11-09 00:00:00-06:00,2.003000020980835
2017-11-10 00:00:00-06:00,2.055000066757202
2017-11-13 00:00:00-06:00,2.072000026702881
2017-11-14 00:00:00-06:00,2.065000057220459
2017-11-15 00:00:00-06:00,2.0380001068115234
2017-11-16 00:00:00-06:00,2.065000057220459
2017-11-17 00:00:00-06:00,2.062000036239624
2017-11-20 00:00:00-06:00,2.0940001010894775
2017-11-21 00:00:00-06:00,2.1070001125335693
2017-11-22 00:00:00-06:00,2.0429999828338623
2017-11-24 00:00:00-06:00,2.063999891281128
2017-11-27 00:00:00-06:00,2.046999931335449
2017-11-28 00:00:00-06:00,2.068000078201294
2017-11-29 00:00:00-06:00,2.0929999351501465
2017-11-30 00:00:00-06:00,2.1440000534057617
2017-12-01 00:00:00-06:00,2.118000030517578
2017-12-04 00:00:00-06:00,2.1480000019073486
2017-12-05 00:00:00-06:00,2.1510000228881836
2017-12-06 00:00:00-06:00,2.119999885559082
2017-12-07 00:00:00-06:00,2.1459999084472656
2017-12-08 00:00:00-06:00,2.1449999809265137
2017-12-11 00:00:00-06:00,2.1570000648498535
2017-12-12 00:00:00-06:00,2.171999931335449
2017-12-13 00:00:00-06:00,2.109999895095825
2017-12-14 00:00:00-06:00,2.128000020980835
2017-12-15 00:00:00-06:00,2.1570000648498535
2017-12-18 00:00:00-06:00,2.1670000553131104
2017-12-19 00:00:00-06:00,2.2200000286102295
2017-12-20 00:00:00-06:00,2.242000102996826
2017-12-21 00:00:00-06:00,2.244999885559082
2017-12-22 00:00:00-06:00,2.250999927520752
2017-12-26 00:00:00-06:00,2.236999988555908
2017-12-27 00:00:00-06:00,2.1989998817443848
2017-12-28 00:00:00-06:00,2.2339999675750732
2017-12-29 00:00:00-06:00,2.2060000896453857
2018-01-02 00:00:00-06:00,2.25
2018-01-03 00:00:00-06:00,2.246999979019165
2018-01-04 00:00:00-06:00,2.2679998874664307
2018-01-05 00:00:00-06:00,2.2850000858306885
2018-01-08 00:00:00-06:00,2.2850000858306885
2018-01-09 00:00:00-06:00,2.3239998817443848
2018-01-10 00:00:00-06:00,2.328000068664551
2018-01-11 00:00:00-06:00,2.313999891281128
2018-01-12 00:00:00-06:00,2.3469998836517334
2018-01-16 00:00:00-06:00,2.3550000190734863
2018-01-17 00:00:00-06:00,2.3940000534057617
2018-01-18 00:00:00-06:00,2.4100000858306885
2018-01-19 00:00:00-06:00,2.436000108718872
2018-01-22 00:00:00-06:00,2.4609999656677246
2018-01-23 00:00:00-06:00,2.4210000038146973
2018-01-24 00:00:00-06:00,2.440999984741211
2018-01-25 00:00:00-06:00,2.4200000762939453
2018-01-26 00:00:00-06:00,2.4700000286102295
2018-01-29 00:00:00-06:00,2.494999885559082
2018-01-30 00:00:00-06:00,2.506999969482422
2018-01-31 00:00:00-06:00,2.5239999294281006
2018-02-01 00:00:00-06:00,2.559000015258789
2018-02-02 00:00:00-06:00,2.5989999771118164
2018-02-05 00:00:00-06:00,2.5209999084472656
2018-02-06 00:00:00-06:00,2.507999897003174
2018-02-07 00:00:00-06:00,2.565000057220459
2018-02-08 00:00:00-06:00,2.568000078201294
2018-02-09 00:00:00-06:00,2.5160000324249268
2018-02-12 00:00:00-06:00,2.555000066757202
2018-02-13 00:00:00-06:00,2.5490000247955322
2018-02-14 00:00:00-06:00,2.640000104904175
2018-02-15 00:00:00-06:00,2.634999990463257
2018-02-16 00:00:00-06:00,2.625999927520752
2018-02-20 00:00:00-06:00,2.6480000019073486
2018-02-21 00:00:00-06:00,2.678999900817871
2018-02-22 00:00:00-06:00,2.6519999504089355
2018-02-23 00:00:00-06:00,2.618000030517578
2018-02-26 00:00:00-06:00,2.6070001125335693
2018-02-27 00:00:00-06:00,2.6689999103546143
2018-02-28 00:00:00-06:00,2.6500000953674316
