Date,XLV
2017-11-09 00:00:00-05:00,72.67422485351562
2017-11-10 00:00:00-05:00,72.20294952392578
2017-11-13 00:00:00-05:00,72.27409362792969
2017-11-14 00:00:00-05:00,71.98066711425781
2017-11-15 00:00:00-05:00,71.77616882324219
2017-11-16 00:00:00-05:00,72.52306365966797
2017-11-17 00:00:00-05:00,72.23853302001953
2017-11-20 00:00:00-05:00,71.93619537353516
2017-11-21 00:00:00-05:00,72.56751251220703
2017-11-22 00:00:00-05:00,72.54084777832031
2017-11-24 00:00:00-05:00,72.70978546142578
2017-11-27 00:00:00-05:00,72.77203369140625
2017-11-28 00:00:00-05:00,73.30557250976562
2017-11-29 00:00:00-05:00,73.67013549804688
2017-11-30 00:00:00-05:00,74.22142791748047
2017-12-01 00:00:00-05:00,74.07025146484375
2017-12-04 00:00:00-05:00,73.16328430175781
2017-12-05 00:00:00-05:00,73.03882598876953
2017-12-06 00:00:00-05:00,72.9765625
2017-12-07 00:00:00-05:00,72.99433898925781
2017-12-08 00:00:00-05:00,73.81242370605469
2017-12-11 00:00:00-05:00,74.1236343383789
2017-12-12 00:00:00-05:00,74.41703796386719
2017-12-13 00:00:00-05:00,74.67493438720703
2017-12-14 00:00:00-05:00,73.91910552978516
2017-12-15 00:00:00-05:00,74.732421875
2017-12-18 00:00:00-05:00,74.75919342041016
2017-12-19 00:00:00-05:00,74.669921875
2017-12-20 00:00:00-05:00,74.42887878417969
2017-12-21 00:00:00-05:00,74.25923156738281
2017-12-22 00:00:00-05:00,74.0182113647461
2017-12-26 00:00:00-05:00,74.03605651855469
2017-12-27 00:00:00-05:00,74.16104888916016
2017-12-28 00:00:00-05:00,74.26818084716797
2017-12-29 00:00:00-05:00,73.8128662109375
2018-01-02 00:00:00-05:00,74.64312744140625
2018-01-03 00:00:00-05:00,75.35733795166016
2018-01-04 00:00:00-05:00,75.46446228027344
2018-01-05 00:00:00-05:00,76.10723114013672
2018-01-08 00:00:00-05:00,75.83049774169922
2018-01-09 00:00:00-05:00,76.72323608398438
2018-01-10 00:00:00-05:00,76.5893325805664
2018-01-11 00:00:00-05:00,76.91963958740234
2018-01-12 00:00:00-05:00,77.50886535644531
2018-01-16 00:00:00-05:00,77.89274597167969
2018-01-17 00:00:00-05:00,78.64266967773438
2018-01-18 00:00:00-05:00,78.66050720214844
2018-01-19 00:00:00-05:00,78.95513153076172
2018-01-22 00:00:00-05:00,79.47291564941406
2018-01-23 00:00:00-05:00,79.0890121459961
2018-01-24 00:00:00-05:00,79.32115936279297
2018-01-25 00:00:00-05:00,79.99964141845703
2018-01-26 00:00:00-05:00,81.72266387939453
2018-01-29 00:00:00-05:00,81.4994888305664
2018-01-30 00:00:00-05:00,79.78540802001953
2018-01-31 00:00:00-05:00,78.65160369873047
2018-02-01 00:00:00-05:00,78.6783676147461
2018-02-02 00:00:00-05:00,77.57137298583984
2018-02-05 00:00:00-05:00,74.1342544555664
2018-02-06 00:00:00-05:00,74.9555892944336
2018-02-07 00:00:00-05:00,74.86632537841797
2018-02-08 00:00:00-05:00,72.26841735839844
2018-02-09 00:00:00-05:00,73.2950668334961
2018-02-12 00:00:00-05:00,73.98248291015625
2018-02-13 00:00:00-05:00,74.03605651855469
2018-02-14 00:00:00-05:00,74.87523651123047
2018-02-15 00:00:00-05:00,75.70552062988281
2018-02-16 00:00:00-05:00,76.25009155273438
2018-02-20 00:00:00-05:00,75.41089630126953
2018-02-21 00:00:00-05:00,75.09842681884766
2018-02-22 00:00:00-05:00,74.98237609863281
2018-02-23 00:00:00-05:00,76.17868041992188
2018-02-26 00:00:00-05:00,77.1428451538086
2018-02-27 00:00:00-05:00,76.33936309814453
2018-02-28 00:00:00-05:00,75.11630249023438
2018-03-01 00:00:00-05:00,73.9200210571289
2018-03-02 00:00:00-05:00,74.669921875
2018-03-05 00:00:00-05:00,75.34840393066406
2018-03-06 00:00:00-05:00,75.24128723144531
2018-03-07 00:00:00-05:00,75.62516784667969
2018-03-08 00:00:00-05:00,76.13400268554688
2018-03-09 00:00:00-05:00,77.23210906982422
2018-03-12 00:00:00-04:00,76.90180206298828
2018-03-13 00:00:00-04:00,77.0
2018-03-14 00:00:00-04:00,76.62503814697266
2018-03-15 00:00:00-04:00,76.50007629394531
