Date,^TYX
2017-11-09 00:00:00-06:00,2.805999994277954
2017-11-10 00:00:00-06:00,2.880000114440918
2017-11-13 00:00:00-06:00,2.86899995803833
2017-11-14 00:00:00-06:00,2.8389999866485596
2017-11-15 00:00:00-06:00,2.7809998989105225
2017-11-16 00:00:00-06:00,2.805999994277954
2017-11-17 00:00:00-06:00,2.7929999828338623
2017-11-20 00:00:00-06:00,2.7929999828338623
2017-11-21 00:00:00-06:00,2.763000011444092
2017-11-22 00:00:00-06:00,2.746000051498413
2017-11-24 00:00:00-06:00,2.76200008392334
2017-11-27 00:00:00-06:00,2.765000104904175
2017-11-28 00:00:00-06:00,2.7660000324249268
2017-11-29 00:00:00-06:00,2.816999912261963
2017-11-30 00:00:00-06:00,2.8320000171661377
2017-12-01 00:00:00-06:00,2.757999897003174
2017-12-04 00:00:00-06:00,2.7690000534057617
2017-12-05 00:00:00-06:00,2.7320001125335693
2017-12-06 00:00:00-06:00,2.7190001010894775
2017-12-07 00:00:00-06:00,2.7750000953674316
2017-12-08 00:00:00-06:00,2.7750000953674316
2017-12-11 00:00:00-06:00,2.7709999084472656
2017-12-12 00:00:00-06:00,2.7809998989105225
2017-12-13 00:00:00-06:00,2.7339999675750732
2017-12-14 00:00:00-06:00,2.7100000381469727
2017-12-15 00:00:00-06:00,2.688999891281128
2017-12-18 00:00:00-06:00,2.74399995803833
2017-12-19 00:00:00-06:00,2.821000099182129
2017-12-20 00:00:00-06:00,2.875999927520752
2017-12-21 00:00:00-06:00,2.8320000171661377
2017-12-22 00:00:00-06:00,2.8329999446868896
2017-12-26 00:00:00-06:00,2.812999963760376
2017-12-27 00:00:00-06:00,2.747999906539917
2017-12-28 00:00:00-06:00,2.75600004196167
2017-12-29 00:00:00-06:00,2.739000082015991
2018-01-02 00:00:00-06:00,2.811000108718872
2018-01-03 00:00:00-06:00,2.7850000858306885
2018-01-04 00:00:00-06:00,2.7860000133514404
2018-01-05 00:00:00-06:00,2.811000108718872
2018-01-08 00:00:00-06:00,2.813999891281128
2018-01-09 00:00:00-06:00,2.88700008392334
2018-01-10 00:00:00-06:00,2.8910000324249268
2018-01-11 00:00:00-06:00,2.865000009536743
2018-01-12 00:00:00-06:00,2.8529999256134033
2018-01-16 00:00:00-06:00,2.8359999656677246
2018-01-17 00:00:00-06:00,2.8480000495910645
2018-01-18 00:00:00-06:00,2.888000011444092
2018-01-19 00:00:00-06:00,2.9119999408721924
2018-01-22 00:00:00-06:00,2.927999973297119
2018-01-23 00:00:00-06:00,2.9019999504089355
2018-01-24 00:00:00-06:00,2.937999963760376
2018-01-25 00:00:00-06:00,2.88100004196167
2018-01-26 00:00:00-06:00,2.9119999408721924
2018-01-29 00:00:00-06:00,2.943000078201294
2018-01-30 00:00:00-06:00,2.9800000190734863
2018-01-31 00:00:00-06:00,2.941999912261963
2018-02-01 00:00:00-06:00,3.005000114440918
2018-02-02 00:00:00-06:00,3.0969998836517334
2018-02-05 00:00:00-06:00,3.066999912261963
2018-02-06 00:00:00-06:00,3.0439999103546143
2018-02-07 00:00:00-06:00,3.117000102996826
2018-02-08 00:00:00-06:00,3.13700008392334
2018-02-09 00:00:00-06:00,3.135999917984009
2018-02-12 00:00:00-06:00,3.13700008392334
2018-02-13 00:00:00-06:00,3.128000020980835
2018-02-14 00:00:00-06:00,3.177000045776367
2018-02-15 00:00:00-06:00,3.1419999599456787
2018-02-16 00:00:00-06:00,3.135999917984009
2018-02-20 00:00:00-06:00,3.1549999713897705
2018-02-21 00:00:00-06:00,3.2200000286102295
2018-02-22 00:00:00-06:00,3.2060000896453857
2018-02-23 00:00:00-06:00,3.1600000858306885
2018-02-26 00:00:00-06:00,3.1549999713897705
2018-02-27 00:00:00-06:00,3.1740000247955322
2018-02-28 00:00:00-06:00,3.127000093460083
2018-03-01 00:00:00-06:00,3.0880000591278076
2018-03-02 00:00:00-06:00,3.13100004196167
2018-03-05 00:00:00-06:00,3.1510000228881836
2018-03-06 00:00:00-06:00,3.135999917984009
2018-03-07 00:00:00-06:00,3.1519999504089355
2018-03-08 00:00:00-06:00,3.132999897003174
2018-03-09 00:00:00-06:00,3.1589999198913574
2018-03-12 00:00:00-05:00,3.128999948501587
2018-03-13 00:00:00-05:00,3.1010000705718994
2018-03-14 00:00:00-05:00,3.058000087738037
2018-03-15 00:00:00-05:00,3.061000108718872
2018-03-16 00:00:00-05:00,3.0799999237060547
2018-03-19 00:00:00-05:00,3.0789999961853027
2018-03-20 00:00:00-05:00,3.109999895095825
2018-03-21 00:00:00-05:00,3.128999948501587
2018-03-22 00:00:00-05:00,3.069000005722046
2018-03-23 00:00:00-05:00,3.0759999752044678
2018-03-26 00:00:00-05:00,3.071000099182129
2018-03-27 00:00:00-05:00,3.0290000438690186
2018-03-28 00:00:00-05:00,3.0139999389648438
2018-03-29 00:00:00-05:00,2.9719998836517334
2018-04-02 00:00:00-05:00,2.9700000286102295
2018-04-03 00:00:00-05:00,3.0179998874664307
2018-04-04 00:00:00-05:00,3.0280001163482666
2018-04-05 00:00:00-05:00,3.072999954223633
2018-04-06 00:00:00-05:00,3.0179998874664307
2018-04-09 00:00:00-05:00,3.0179998874664307
2018-04-10 00:00:00-05:00,3.0169999599456787
2018-04-11 00:00:00-05:00,3.00600004196167
2018-04-12 00:00:00-05:00,3.0399999618530273
2018-04-13 00:00:00-05:00,3.0360000133514404
2018-04-16 00:00:00-05:00,3.0299999713897705
2018-04-17 00:00:00-05:00,2.999000072479248
2018-04-18 00:00:00-05:00,3.0460000038146973
